"","word","catnum","catname","syl","letters","freq","frequency","rank","rfreq"
"2745","fife","34","musical instrument",1,4,2,NA,57,NA
"2746","jew's harp","34","musical instrument",2,9,2,NA,58,NA
"2747","kettledrum","34","musical instrument",3,10,2,NA,59,NA
"2748","slide trombone","34","musical instrument",3,13,2,NA,60,NA
"2749","dollars","35","kind of money",2,7,331,97,1,2.75
"2750","nickels","35","kind of money",2,7,273,1,2,3.51
"2751","dimes","35","kind of money",1,5,261,3,3,3.96
"2752","quarters","35","kind of money",2,8,259,28,4,4.43
"2753","pennies","35","kind of money",2,7,234,5,5,3.47
"2754","francs","35","kind of money",1,6,169,3,6,4.79
"2755","pesos","35","kind of money",2,5,131,0,7,4.93
"2756","pounds","35","kind of money",1,6,126,43,8,4.89
"2757","half dollar","35","kind of money",3,10,120,0,9,6.01
"2758","coins","35","kind of money",1,5,94,9,10,2
"2759","lira","35","kind of money",2,4,82,0,11,5.7
"2760","yen","35","kind of money",1,3,66,3,12,4.22
"2761","paper money","35","kind of money",4,10,64,0,13,2.88
"2762","ruble","35","kind of money",2,5,61,0,14,5.35
"2763","silver","35","kind of money",2,6,61,29,15,4.97
"2764","mark","35","kind of money",1,4,58,83,16,5.17
"2765","cents","35","kind of money",1,5,57,25,17,2.9
"2766","shilling","35","kind of money",2,8,46,0,18,5.21
"2767","check","35","kind of money",1,5,45,88,19,5.08
"2768","gold","35","kind of money",1,4,40,52,20,5.1
"2769","silver dollar","35","kind of money",4,12,39,0,21,5.82
"2770","fifty-cent piece","35","kind of money",4,14,34,0,22,5.74
"2771","dollar bill","35","kind of money",3,10,32,0,23,3.46
"2772","ten dollars","35","kind of money",3,10,26,0,24,6.75
"2773","five","35","kind of money",1,4,25,286,25,6.39
"2774","centavo","35","kind of money",3,7,20,0,26,4.45
"2775","pence","35","kind of money",1,5,16,0,27,6.8
"2776","bill","35","kind of money",1,4,14,143,28,2.75
"2777","currency","35","kind of money",3,8,13,12,29,5.8
"2778","gold piece","35","kind of money",2,9,13,0,30,6.2
"2779","bonds","35","kind of money",1,5,12,47,31,6.5
"2780","twenty","35","kind of money",2,6,12,80,32,7.78
"2781","guinea","35","kind of money",2,6,11,3,33,5.9
"2782","six pence","35","kind of money",2,8,10,0,34,5.5
"2783","sou","35","kind of money",1,3,10,1,35,6.2
"2784","crown","35","kind of money",1,5,9,NA,36,NA
"2785","fifty","35","kind of money",2,5,9,NA,37,NA
"2786","copper","35","kind of money",2,6,8,NA,38,NA
"2787","kopeck","35","kind of money",2,6,8,NA,39,NA
"2788","hundred","35","kind of money",2,7,8,NA,40,NA
"2789","change","35","kind of money",1,6,7,NA,41,NA
"2790","peseta","35","kind of money",3,6,7,NA,42,NA
"2791","pfennig","35","kind of money",2,7,7,NA,43,NA
"2792","stocks","35","kind of money",1,6,7,NA,44,NA
"2793","american","35","kind of money",4,8,6,NA,45,NA
"2794","cash","35","kind of money",1,4,6,NA,46,NA
"2795","doubloon","35","kind of money",2,8,6,NA,47,NA
"2796","hard money","35","kind of money",3,9,6,NA,48,NA
"2797","money order","35","kind of money",4,10,6,NA,49,NA
"2798","rupee","35","kind of money",2,5,6,NA,50,NA
"2799","greenback","35","kind of money",2,9,5,NA,51,NA
"2800","note","35","kind of money",1,4,5,NA,52,NA
"2801","sen","35","kind of money",1,3,5,NA,53,NA
"2802","bolivar","35","kind of money",3,7,4,NA,54,NA
"2803","canadian","35","kind of money",4,8,4,NA,55,NA
"2804","foreign","35","kind of money",2,7,4,NA,56,NA
"2805","half penny","35","kind of money",3,9,4,NA,57,NA
"2806","mill","35","kind of money",1,4,4,NA,58,NA
"2807","seashells","35","kind of money",2,9,4,NA,59,NA
"2808","sterling","35","kind of money",2,8,4,NA,60,NA
"2809","traveler's checks","35","kind of money",3,16,4,NA,61,NA
"2810","wampum","35","kind of money",2,6,4,NA,62,NA
"2811","beads","35","kind of money",1,5,3,NA,63,NA
"2812","confederate","35","kind of money",4,11,3,NA,64,NA
"2813","dinar","35","kind of money",2,5,3,NA,65,NA
"2814","english","35","kind of money",2,7,3,NA,66,NA
"2815","farthing","35","kind of money",2,8,3,NA,67,NA
"2816","green","35","kind of money",1,5,3,NA,68,NA
"2817","krona","35","kind of money",2,5,3,NA,69,NA
"2818","mexican","35","kind of money",3,7,3,NA,70,NA
"2819","paper dollar","35","kind of money",4,11,3,NA,71,NA
"2820","savings bond","35","kind of money",3,11,3,NA,72,NA
"2821","two-dollar bill","35","kind of money",4,14,3,NA,73,NA
"2822","baht","35","kind of money",1,4,2,NA,74,NA
"2823","buck","35","kind of money",1,4,2,NA,75,NA
"2824","bullion","35","kind of money",2,7,2,NA,76,NA
"2825","centime","35","kind of money",2,7,2,NA,77,NA
"2826","counterfeit","35","kind of money",3,11,2,NA,78,NA
"2827","cruzeiro","35","kind of money",3,8,2,NA,79,NA
"2828","drachma","35","kind of money",2,7,2,NA,80,NA
"2829","federal reserve no","35","kind of money",5,16,2,NA,81,NA
"2830","fiver","35","kind of money",2,5,2,NA,82,NA
"2831","guilder","35","kind of money",2,7,2,NA,83,NA
"2832","half cent","35","kind of money",2,8,2,NA,84,NA
"2833","ious","35","kind of money",3,4,2,NA,85,NA
"2834","one thousand dolla","35","kind of money",5,16,2,NA,86,NA
"2835","paper bill","35","kind of money",3,9,2,NA,87,NA
"2836","play money","35","kind of money",3,9,2,NA,88,NA
"2837","pound sterling","35","kind of money",3,13,2,NA,89,NA
"2838","sawbuck","35","kind of money",2,7,2,NA,90,NA
"2839","script","35","kind of money",1,6,2,NA,91,NA
"2840","shekel","35","kind of money",2,6,2,NA,92,NA
"2841","silver certificate","35","kind of money",6,17,2,NA,93,NA
"2842","two bits","35","kind of money",2,7,2,NA,94,NA
"2843","jazz","36","type of music",1,4,341,99,1,2.55
"2844","classical","36","type of music",3,9,321,33,2,2.36
"2845","rock'n'roll","36","type of music",3,9,291,1,3,2.84
"2846","popular","36","type of music",3,7,143,98,4,3.38
"2847","folk","36","type of music",1,4,138,35,5,3.68
"2848","symphony","36","type of music",3,8,77,33,6,3.15
"2849","opera","36","type of music",3,5,66,47,7,4.07
"2850","blues","36","type of music",1,5,46,22,8,4.44
"2851","modern","36","type of music",2,6,40,198,9,3.56
"2852","country","36","type of music",2,7,38,324,10,3.87
"2853","waltz","36","type of music",1,5,31,1,11,3.63
"2854","hillbilly","36","type of music",3,9,27,3,12,4.54
"2855","instrumental","36","type of music",4,12,26,11,13,5.41
"2856","pop","36","type of music",1,3,26,8,14,6
"2857","western","36","type of music",2,7,23,137,15,4.93
"2858","baroque","36","type of music",3,7,22,11,16,3.3
"2859","contemporary","36","type of music",3,12,22,63,17,4.38
"2860","concerto","36","type of music",3,8,21,11,18,3.56
"2861","dixieland","36","type of music",3,9,20,3,19,4.82
"2862","concert","36","type of music",2,7,19,39,20,3.93
"2863","semiclassical","36","type of music",5,13,18,0,21,3.2
"2864","march","36","type of music",1,5,16,120,22,4.57
"2865","rhythm and blues","36","type of music",4,14,16,1,23,3.83
"2866","romantic","36","type of music",3,8,16,32,24,3.5
"2867","sonata","36","type of music",3,6,16,9,25,3.13
"2868","swing","36","type of music",1,5,16,24,26,6
"2869","country and wester","36","type of music",5,17,15,0,27,4.6
"2870","religious","36","type of music",3,9,15,165,28,4.64
"2871","dance","36","type of music",1,5,14,90,29,5
"2872","fast","36","type of music",1,4,13,78,30,4.6
"2873","slow","36","type of music",1,4,13,60,31,5.33
"2874","chamber","36","type of music",2,7,12,46,32,3.4
"2875","spiritual","36","type of music",3,9,12,64,33,4.9
"2876","ballad","36","type of music",2,6,11,8,34,5
"2877","long-hair","36","type of music",2,8,10,1,35,4.38
"2878","mood","36","type of music",1,4,10,37,36,4.3
"2879","operetta","36","type of music",4,8,10,6,37,4.83
"2880","orchestral","36","type of music",3,10,10,4,38,4.38
"2881","song","36","type of music",1,4,10,70,39,2.67
"2882","band","36","type of music",1,4,9,NA,40,NA
"2883","bluegrass","36","type of music",2,9,9,NA,41,NA
"2884","bossa nova","36","type of music",4,9,9,NA,42,NA
"2885","hymns","36","type of music",1,5,9,NA,43,NA
"2886","polka","36","type of music",2,5,9,NA,44,NA
"2887","bop","36","type of music",1,3,8,NA,45,NA
"2888","show tunes","36","type of music",2,9,8,NA,46,NA
"2889","show music","36","type of music",3,9,7,NA,47,NA
"2890","vocal","36","type of music",2,5,7,NA,48,NA
"2891","beatles","36","type of music",2,7,6,NA,49,NA
"2892","broadway","36","type of music",2,8,6,NA,50,NA
"2893","calypso","36","type of music",3,7,6,NA,51,NA
"2894","musicals","36","type of music",3,8,6,NA,52,NA
"2895","soft","36","type of music",1,4,6,NA,53,NA
"2896","spanish","36","type of music",2,7,6,NA,54,NA
"2897","fugue","36","type of music",1,5,5,NA,55,NA
"2898","minuet","36","type of music",3,6,5,NA,56,NA
"2899","modern jazz","36","type of music",3,10,5,NA,57,NA
"2900","movie theme","36","type of music",3,10,5,NA,58,NA
"2901","bebop","36","type of music",2,5,4,NA,59,NA
"2902","chorus","36","type of music",2,6,4,NA,60,NA
"2903","flamenco","36","type of music",3,8,4,NA,61,NA
"2904","fox-trot","36","type of music",2,8,4,NA,62,NA
"2905","good","36","type of music",1,4,4,NA,63,NA
"2906","melody","36","type of music",3,6,4,NA,64,NA
"2907","ragtime","36","type of music",2,7,4,NA,65,NA
"2908","rumba","36","type of music",2,5,4,NA,66,NA
"2909","bach","36","type of music",1,4,3,NA,67,NA
"2910","bad","36","type of music",1,3,3,NA,68,NA
"2911","ballroom","36","type of music",2,8,3,NA,69,NA
"2912","barbershop","36","type of music",3,10,3,NA,70,NA
"2913","beethoven","36","type of music",3,9,3,NA,71,NA
"2914","broadway hit","36","type of music",3,11,3,NA,72,NA
"2915","cha-cha","36","type of music",2,7,3,NA,73,NA
"2916","choral","36","type of music",2,6,3,NA,74,NA
"2917","danceable","36","type of music",3,9,3,NA,75,NA
"2918","frug","36","type of music",1,4,3,NA,76,NA
"2919","hit tunes","36","type of music",2,8,3,NA,77,NA
"2920","madrigal","36","type of music",3,8,3,NA,78,NA
"2921","organ","36","type of music",2,5,3,NA,79,NA
"2922","piano","36","type of music",3,5,3,NA,80,NA
"2923","progressive","36","type of music",3,11,3,NA,81,NA
"2924","renaissance","36","type of music",3,11,3,NA,82,NA
"2925","solo","36","type of music",2,4,3,NA,83,NA
"2926","tango","36","type of music",2,5,3,NA,84,NA
"2927","twist","36","type of music",1,5,3,NA,85,NA
"2928","violin","36","type of music",3,6,3,NA,86,NA
"2929","background","36","type of music",2,10,2,NA,87,NA
"2930","ballet","36","type of music",2,6,2,NA,88,NA
"2931","brahms","36","type of music",1,6,2,NA,89,NA
"2932","chanson","36","type of music",2,7,2,NA,90,NA
"2933","choir","36","type of music",2,5,2,NA,91,NA
"2934","christmas","36","type of music",2,9,2,NA,92,NA
"2935","contata","36","type of music",3,7,2,NA,93,NA
"2936","contemporary jazz","36","type of music",6,16,2,NA,94,NA
"2937","current","36","type of music",2,7,2,NA,95,NA
"2938","dance band","36","type of music",2,9,2,NA,96,NA
"2939","dinner","36","type of music",2,6,2,NA,97,NA
"2940","discotheque","36","type of music",3,11,2,NA,98,NA
"2941","drums","36","type of music",1,5,2,NA,99,NA
"2942","foreign","36","type of music",2,7,2,NA,100,NA
"2943","guitar","36","type of music",2,6,2,NA,101,NA
"2944","happy","36","type of music",2,5,2,NA,102,NA
"2945","hawaiian","36","type of music",3,8,2,NA,103,NA
"2946","honky-tonk","36","type of music",3,10,2,NA,104,NA
"2947","impressionistic","36","type of music",5,15,2,NA,105,NA
"2948","jitterbug","36","type of music",3,9,2,NA,106,NA
"2949","latin american","36","type of music",6,13,2,NA,107,NA
"2950","light","36","type of music",1,5,2,NA,108,NA
"2951","lively","36","type of music",2,6,2,NA,109,NA
"2952","loud","36","type of music",1,4,2,NA,110,NA
"2953","lyric","36","type of music",2,5,2,NA,111,NA
"2954","neoclassic","36","type of music",4,10,2,NA,112,NA
"2955","offbeat","36","type of music",2,7,2,NA,113,NA
"2956","oratorio","36","type of music",5,8,2,NA,114,NA
"2957","overture","36","type of music",3,8,2,NA,115,NA
"2958","percussion","36","type of music",3,10,2,NA,116,NA
"2959","primitive","36","type of music",3,9,2,NA,117,NA
"2960","progressive jazz","36","type of music",4,15,2,NA,118,NA
"2961","quartet","36","type of music",2,7,2,NA,119,NA
"2962","record","36","type of music",2,6,2,NA,120,NA
"2963","rhapsody","36","type of music",3,8,2,NA,121,NA
"2964","rock","36","type of music",1,4,2,NA,122,NA
"2965","sad","36","type of music",1,3,2,NA,123,NA
"2966","singing","36","type of music",2,7,2,NA,124,NA
"2967","soothing","36","type of music",2,8,2,NA,125,NA
"2968","soul","36","type of music",1,4,2,NA,126,NA
"2969","sweet","36","type of music",1,5,2,NA,127,NA
"2970","themes","36","type of music",1,6,2,NA,128,NA
"2971","robin","37","bird",2,5,377,2,1,2.32
"2972","sparrow","37","bird",2,7,237,1,2,4.53
"2973","cardinal","37","bird",3,8,208,15,3,3.92
"2974","blue jay","37","bird",2,7,180,0,4,4.09
"2975","eagle","37","bird",2,5,161,5,5,4.93
"2976","crow","37","bird",1,4,149,29,6,4.71
"2977","bluebird","37","bird",2,8,138,1,7,3.36
"2978","canary","37","bird",3,6,134,0,8,4.03
"2979","parrakeet","37","bird",3,9,115,1,9,4.61
"2980","hawk","37","bird",1,4,111,14,10,6
"2981","blackbird","37","bird",2,9,89,1,11,4.63
"2982","wren","37","bird",1,4,83,0,12,4.54
"2983","oriole","37","bird",3,6,77,11,13,3.19
"2984","parrot","37","bird",2,6,72,1,14,4.69
"2985","pigeon","37","bird",2,6,56,3,15,4.83
"2986","hummingbird","37","bird",3,11,50,0,16,4.69
"2987","starling","37","bird",2,8,49,1,17,5.97
"2988","woodpecker","37","bird",3,10,46,1,18,5.3
"2989","vulture","37","bird",2,7,44,4,19,4.89
"2990","swallow","37","bird",2,7,41,10,20,4.64
"2991","chicken","37","bird",2,7,40,37,21,6
"2992","dove","37","bird",1,4,36,4,22,4.32
"2993","duck","37","bird",1,4,36,9,23,5.53
"2994","owl","37","bird",1,3,36,2,24,5.57
"2995","redbird","37","bird",2,7,36,3,25,3.54
"2996","sea gull","37","bird",2,7,32,1,26,4.85
"2997","thrush","37","bird",1,6,31,2,27,5.67
"2998","falcon","37","bird",2,6,28,4,28,4
"2999","jay","37","bird",1,3,24,15,29,4
"3000","pheasant","37","bird",2,8,22,1,30,5.1
"3001","finch","37","bird",1,5,20,0,31,5.1
"3002","mockingbird","37","bird",3,11,19,0,32,4.75
"3003","buzzard","37","bird",2,7,17,0,33,6.36
"3004","ostrich","37","bird",2,7,17,0,34,6.25
"3005","flamingo","37","bird",3,8,16,0,35,5
"3006","lark","37","bird",1,4,15,2,36,4.56
"3007","peacock","37","bird",2,7,15,2,37,4.7
"3008","turkey","37","bird",2,6,15,9,38,6.18
"3009","penguin","37","bird",2,7,14,0,39,6.4
"3010","purple martin","37","bird",4,12,14,0,40,6
"3011","raven","37","bird",2,5,14,0,41,5.56
"3012","swan","37","bird",1,4,14,3,42,5.63
"3013","crane","37","bird",1,5,13,5,43,7.8
"3014","geese","37","bird",1,5,12,3,44,4.86
"3015","chickadee","37","bird",3,9,11,0,45,7
"3016","pelican","37","bird",3,7,11,0,46,6.5
"3017","stork","37","bird",1,6,10,0,47,6.33
"3018","warbler","37","bird",2,7,10,0,48,4.71
"3019","catbird","37","bird",2,7,9,NA,49,NA
"3020","grackle","37","bird",2,7,9,NA,50,NA
"3021","quail","37","bird",1,5,9,NA,51,NA
"3022","goldfinch","37","bird",2,9,7,NA,52,NA
"3023","meadowlark","37","bird",3,10,7,NA,53,NA
"3024","nightingale","37","bird",3,11,7,NA,54,NA
"3025","rooster","37","bird",2,7,7,NA,55,NA
"3026","kingfisher","37","bird",3,10,6,NA,56,NA
"3027","martin","37","bird",2,6,6,NA,57,NA
"3028","myna bird","37","bird",3,8,6,NA,58,NA
"3029","bobwhite","37","bird",2,8,5,NA,59,NA
"3030","egret","37","bird",2,5,5,NA,60,NA
"3031","snowbird","37","bird",2,8,5,NA,61,NA
"3032","condor","37","bird",2,6,4,NA,62,NA
"3033","emu","37","bird",2,3,4,NA,63,NA
"3034","hen","37","bird",1,3,4,NA,64,NA
"3035","heron","37","bird",2,5,4,NA,65,NA
"3036","lovebird","37","bird",2,8,4,NA,66,NA
"3037","scarlet tanager","37","bird",5,14,4,NA,67,NA
"3038","yellow-bellied sap","37","bird",7,17,4,NA,68,NA
"3039","albatross","37","bird",3,9,3,NA,69,NA
"3040","bat","37","bird",1,3,3,NA,70,NA
"3041","baltimore oriole","37","bird",6,15,3,NA,71,NA
"3042","eye","37","bird",1,3,3,NA,72,NA
"3043","morning dove","37","bird",3,11,3,NA,73,NA
"3044","redwing","37","bird",2,7,3,NA,74,NA
"3045","wing","37","bird",1,4,3,NA,75,NA
"3046","bald eagle","37","bird",3,9,2,NA,76,NA
"3047","beak","37","bird",1,4,2,NA,77,NA
"3048","bobolink","37","bird",3,8,2,NA,78,NA
"3049","chimney swift","37","bird",3,12,2,NA,79,NA
"3050","cowbird","37","bird",2,7,2,NA,80,NA
"3051","dodo","37","bird",2,4,2,NA,81,NA
"3052","feathers","37","bird",2,8,2,NA,82,NA
"3053","feet","37","bird",1,4,2,NA,83,NA
"3054","flicker","37","bird",2,7,2,NA,84,NA
"3055","go","37","bird",1,2,2,NA,85,NA
"3056","junco","37","bird",2,5,2,NA,86,NA
"3057","osprey","37","bird",2,6,2,NA,87,NA
"3058","red-headed woodpec","37","bird",6,17,2,NA,88,NA
"3059","redwing back","37","bird",3,11,2,NA,89,NA
"3060","run","37","bird",1,3,2,NA,90,NA
"3061","stop","37","bird",1,4,2,NA,91,NA
"3062","tern","37","bird",1,4,2,NA,92,NA
"3063","toucan","37","bird",2,6,2,NA,93,NA
"3064","whippoorwill","37","bird",3,12,2,NA,94,NA
"3065","wood thrush","37","bird",2,10,2,NA,95,NA
"3066","milk","38","nonalcoholic beverage",1,4,366,49,1,3.04
"3067","coke","38","nonalcoholic beverage",1,4,327,4,2,2.14
"3068","water","38","nonalcoholic beverage",2,5,295,442,3,3.87
"3069","orange drink","38","nonalcoholic beverage",2,11,226,0,4,4.38
"3070","coffee","38","nonalcoholic beverage",2,6,225,78,5,4.87
"3071","tea","38","nonalcoholic beverage",1,3,217,28,6,4.85
"3072","pepsi","38","nonalcoholic beverage",2,5,151,0,7,3.63
"3073","lemonade","38","nonalcoholic beverage",3,8,119,3,8,5.42
"3074","7up","38","nonalcoholic beverage",2,3,105,0,9,4.83
"3075","grape juice","38","nonalcoholic beverage",2,10,103,0,10,4.95
"3076","soda","38","nonalcoholic beverage",2,4,89,3,11,3.05
"3077","root beer","38","nonalcoholic beverage",2,8,74,0,12,5.21
"3078","ginger ale","38","nonalcoholic beverage",3,9,73,0,13,4.55
"3079","fruit juice","38","nonalcoholic beverage",2,10,51,0,14,4.45
"3080","juice","38","nonalcoholic beverage",1,5,48,11,15,4.6
"3081","punch","38","nonalcoholic beverage",1,5,45,5,16,4.93
